G,S,S_full,T,DeltaT
0.8839384732198288,2.0276397161042496e-28,2.013865168029119e-28,10.0,5.0
0.7757688662519244,2.6503709546364475e-28,2.6323659501766146e-28,10.0,5.0
1.5333911829079063,3.41543636752587e-28,3.3922339750750567e-28,10.0,5.0
0.09094002673598056,9.570106004307258e-29,9.505092538555499e-29,10.0,5.0
0.7749738167787075,2.654048983660304e-28,2.63601899291354e-28,10.0,5.0
1.1384067646472527,2.203889702060756e-28,2.188917819032452e-28,10.0,5.0
0.5789514367175277,3.1604944292389676e-28,3.1390239568908365e-28,10.0,5.0
0.15788708067619894,1.551835023505492e-28,1.541292802436271e-28,10.0,5.0
1.0433425732272121,1.4769101181680345e-28,1.4668768912274822e-28,10.0,5.0
0.39263206608261214,2.9025729728813584e-28,2.882854661665179e-28,10.0,5.0
0.5887469528031417,3.154117892407028e-28,3.132690738362687e-28,10.0,5.0
0.5883801737798955,3.154392542203973e-28,3.1329635223563087e-28,10.0,5.0
1.9448175393595537,1.5766617787261015e-28,1.565950899817508e-28,10.0,5.0
1.1696832962455004,2.4061390107383634e-28,2.3897931692085763e-28,10.0,5.0
0.02132116377321247,2.3977852710276547e-29,2.3814961797126724e-29,10.0,5.0
1.7802490824556294,2.691837743214673e-28,2.6735510386736087e-28,10.0,5.0
0.9009066094408555,1.9079183648004263e-28,1.8949571305975877e-28,10.0,5.0
1.263902565692865,2.9049002646547355e-28,2.885166143237052e-28,10.0,5.0
0.03846348112333953,4.2571889880016567e-29,4.228268241424117e-29,10.0,5.0
0.09601856382211804,1.0053941461626136e-28,9.985641112748926e-29,10.0,5.0
1.0964396618342036,1.903782449981667e-28,1.8908493126626948e-28,10.0,5.0
0.19606283147338166,1.8493784604150804e-28,1.8368149106336883e-28,10.0,5.0
1.4269073662019705,3.375926199369032e-28,3.352992214913145e-28,10.0,5.0
0.4043225164990154,2.939942440445183e-28,2.919970263848782e-28,10.0,5.0
0.3659725746916993,2.8067434887605094e-28,2.7876761846367496e-28,10.0,5.0
0.0041959635146022745,4.793366970277344e-30,4.760803757370647e-30,10.0,5.0
0.004095268408660591,4.6787632804806146e-30,4.646978615173952e-30,10.0,5.0
0.5781080775595555,3.16095031174431e-28,3.1394767424083225e-28,10.0,5.0
1.6748439735966134,3.140150152806049e-28,3.11881788706885e-28,10.0,5.0
0.029742002721988348,3.318803915501814e-29,3.296257985017821e-29,10.0,5.0
0.4714766805447872,3.0996577680813525e-28,3.078600582919876e-28,10.0,5.0
1.6107315548962169,3.3112627728015933e-28,3.288768072243618e-28,10.0,5.0
1.195859378871074,2.561351248048099e-28,2.5439509892036766e-28,10.0,5.0
1.6898782070757266,3.088903871426831e-28,3.067919741683097e-28,10.0,5.0
