G,S,S_full,T,DeltaT
0.6257655012302918,2.6871519963506887e-28,2.668900068476335e-28,10.0,5.0
1.0377070680272387,3.7484233199505453e-28,3.722962924647266e-28,10.0,5.0
0.7692022317612085,3.2985218455651658e-28,3.2761173135927857e-28,10.0,5.0
0.9366352111979397,1.1037531749897012e-28,1.0962561583255116e-28,10.0,5.0
0.6393242700118529,3.9562142161672745e-28,3.9293424438799294e-28,10.0,5.0
0.973103302076977,2.6880888545904473e-28,2.669830563307667e-28,10.0,5.0
1.7439050782347287,3.363508989852578e-28,3.340663046077634e-28,10.0,5.0
0.8047564689108291,4.517530716273743e-28,4.486846316979746e-28,10.0,5.0
1.5563849725722299,3.36631027931915e-28,3.3434453083562275e-28,10.0,5.0
1.7752843328950954,2.9469021426460753e-28,2.9268859152940835e-28,10.0,5.0
1.5754830699377067,4.549883067416801e-28,4.518978921442998e-28,10.0,5.0
0.363369199505357,2.950037845632603e-28,2.930000319627561e-28,10.0,5.0
0.5336462737131416,3.09586620652565e-28,3.074838171342257e-28,10.0,5.0
1.7749656106785747,3.233018221334784e-28,3.211058609297681e-28,10.0,5.0
0.5581528199578056,3.1463139209329158e-28,3.1249432300139656e-28,10.0,5.0
0.9811446853549377,1.448327101751592e-28,1.4384896374798634e-28,10.0,5.0
0.994451771473314,2.9669773485620605e-28,2.946824764478923e-28,10.0,5.0
0.6350787123687882,3.51373576142787e-28,3.489869433141989e-28,10.0,5.0
1.2370657856488299,3.3374142463574993e-28,3.3147455457543316e-28,10.0,5.0
0.03514264446264925,3.9462841792265334e-29,3.919479854667995e-29,10.0,5.0
1.8170687854292134,3.0578355069748774e-28,3.037065787536888e-28,10.0,5.0
1.0404088619243,1.9154976598175335e-28,1.9024870355066247e-28,10.0,5.0
0.3366168373435512,2.9797265415600077e-28,2.9594873611864254e-28,10.0,5.0
1.9596384634679305,5.825419895999956e-28,5.785851928172395e-28,10.0,5.0
0.313267465903323,2.542237674355936e-28,2.5249700472350804e-28,10.0,5.0
1.0582087893752563,2.859376927129757e-28,2.839955196805567e-28,10.0,5.0
1.4053827798055916,3.7190781447435567e-28,3.693817070523154e-28,10.0,5.0
1.1221326310135877,3.286181724073804e-28,3.2638610098502646e-28,10.0,5.0
1.84341740408486,5.759667292117587e-28,5.720545935340953e-28,10.0,5.0
1.678624874708923,4.082662891879568e-28,4.054932242965677e-28,10.0,5.0
1.7269424039291037,3.874367778856954e-28,3.84805193170743e-28,10.0,5.0
0.32335261486914035,2.8450152768113108e-28,2.825691095028283e-28,10.0,5.0
1.262620160010997,3.970485880314041e-28,3.943517170695241e-28,10.0,5.0
