G,S,S_full,T,DeltaT
2.254847588526388,2.8641737867319995e-28,2.844716336176194e-28,10.0,5.0
0.4396774815687854,3.0356959753738203e-28,3.015073307637517e-28,10.0,5.0
1.6111081890154515,3.310481904297971e-28,3.28799250848453e-28,10.0,5.0
2.69595894908972,3.0669768562823414e-28,3.0461416853116213e-28,10.0,5.0
0.5304425139972135,3.162720343794408e-28,3.1412347499398315e-28,10.0,5.0
2.7059531190658004,3.029436648779466e-28,3.008856503092384e-28,10.0,5.0
3.1008509749128454,1.9368761328566951e-28,1.9237181772317863e-28,10.0,5.0
0.12503325543981791,1.2715530835399588e-28,1.2629149270962164e-28,10.0,5.0
0.2842074188157331,2.420828797764723e-28,2.4043831627776306e-28,10.0,5.0
0.008403772218560146,9.563567789895041e-30,9.498598740785802e-30,10.0,5.0
2.7587810228333574,2.7999872902615177e-28,2.7809658836310693e-28,10.0,5.0
3.2620001927771707,2.8964711497684466e-28,2.8767942906187967e-28,10.0,5.0
0.33019535345004947,2.654957361753092e-28,2.636921200039428e-28,10.0,5.0
0.11931228481386302,1.2204561941290096e-28,1.2121651588005735e-28,10.0,5.0
1.63775480760534,3.248506221178958e-28,3.2264378503729236e-28,10.0,5.0
0.5984701563895274,3.1458188623428424e-28,3.124448086849214e-28,10.0,5.0
2.8299433442118445,2.4084428976923265e-28,2.392081404959285e-28,10.0,5.0
2.2192796763500233,2.689367149597411e-28,2.6710972287632885e-28,10.0,5.0
0.30311662573553777,2.522411086463845e-28,2.5052753633372607e-28,10.0,5.0
3.5272089865445824,3.418937717515846e-28,3.395711539027945e-28,10.0,5.0
0.22814887295088226,2.0760622474238654e-28,2.0619587461919414e-28,10.0,5.0
0.1309736258420937,1.3238906379706002e-28,1.3148969320897886e-28,10.0,5.0
0.4082777475518782,2.9519434467573755e-28,2.931889742640538e-28,10.0,5.0
2.874225548560833,2.1170191371088195e-28,2.1026373997378907e-28,10.0,5.0
2.0887181185910975,1.8449798510052904e-28,1.8324461826945475e-28,10.0,5.0
1.7472109000172997,2.8547015394150614e-28,2.835308437532804e-28,10.0,5.0
2.6772591358327134,3.1322025700238257e-28,3.1109242953189026e-28,10.0,5.0
3.722700651185436,2.9623437806386313e-28,2.9422194229934033e-28,10.0,5.0
2.8434577721230645,2.3233897504551725e-28,2.3076060569517194e-28,10.0,5.0
0.6612016760380648,3.045106111612953e-28,3.0244195171479674e-28,10.0,5.0
2.617542825084659,3.296731482785289e-28,3.274335498952465e-28,10.0,5.0
0.5491388061730063,3.167646930181126e-28,3.1461278681021353e-28,10.0,5.0
2.1881012126240984,2.516684280673431e-28,2.4995874619739773e-28,10.0,5.0
3.861094956944577,2.2072551425695277e-28,2.1922603967899466e-28,10.0,5.0
2.1405336088011824,2.218222327045455e-28,2.2031530769008016e-28,10.0,5.0
0.8829650501191777,2.034326608382249e-28,2.0205066336376923e-28,10.0,5.0
2.254234818506802,2.8613623714868743e-28,2.841924019972363e-28,10.0,5.0
1.1043299469512742,1.9627188462861904e-28,1.9493853310213966e-28,10.0,5.0
1.4873289740273261,3.4243561998671623e-28,3.4010932115134685e-28,10.0,5.0
2.77803064824528,2.7034126447347958e-28,2.68504730736933e-28,10.0,5.0
0.05332264350199578,5.819593474595426e-29,5.780058704460167e-29,10.0,5.0
1.448499131703473,3.4010683508476484e-28,3.377963565942712e-28,10.0,5.0
3.266406780602418,2.915892914787872e-28,2.8960841160071045e-28,10.0,5.0
3.692042397645207,3.0811790672290024e-28,3.060247415095622e-28,10.0,5.0
3.5291653881195773,3.417906954964573e-28,3.3946877788486994e-28,10.0,5.0
3.2577841890907018,2.8775496240207966e-28,2.858001306181189e-28,10.0,5.0
2.2500216366333303,2.8418420859788267e-28,2.8225363433835175e-28,10.0,5.0
2.503224594466167,3.425759543906984e-28,3.4024870220894545e-28,10.0,5.0
0.06369133388174619,6.882689328826943e-29,6.835932533577316e-29,10.0,5.0
3.3046077674803227,3.069049627889113e-28,3.048200375771891e-28,10.0,5.0
0.6560413519518073,3.0564739212701942e-28,3.0357101008368224e-28,10.0,5.0
0.6480080683887386,3.073070712959392e-28,3.052194144041473e-28,10.0,5.0
1.914777174517306,1.8179953999363048e-28,1.805645047534934e-28,10.0,5.0
0.2818023360860624,2.4073764363422583e-28,2.3910221884974154e-28,10.0,5.0
0.27650520915006194,2.3773245750467646e-28,2.361174481226359e-28,10.0,5.0
0.7643355263408216,2.702001179427194e-28,2.6836454306966104e-28,10.0,5.0
0.5364093103529637,3.1650808777392796e-28,3.143579247856176e-28,10.0,5.0
0.955832999917916,1.479395190062921e-28,1.469345081059034e-28,10.0,5.0
0.37249124941219014,2.8315378705183456e-28,2.8123021284808873e-28,10.0,5.0
0.7465485707510013,2.7769289954734313e-28,2.7580642328405275e-28,10.0,5.0
3.4253307292222925,3.3737489254041676e-28,3.3508297320203466e-28,10.0,5.0
