G,S,S_full,T,DeltaT
1.6680880188102962,2.9024901227198933e-28,2.8827755548867113e-28,10.0,5.0
2.740878001587038,9.865290332925e-28,9.798282375120455e-28,10.0,5.0
1.2536967126369714,3.816071578062244e-28,3.790151695868583e-28,10.0,5.0
2.1326611398920683,5.6021473304492895e-28,5.564095895658651e-28,10.0,5.0
0.4129040263105681,3.0687055844749163e-28,3.047862032233982e-28,10.0,5.0
0.2134501804683215,1.9800245428086848e-28,1.9665756328809335e-28,10.0,5.0
2.6551785808791553,1.0035616829031761e-27,9.967451963491768e-28,10.0,5.0
1.3910634389820264,3.8604359084208807e-28,3.834214690630847e-28,10.0,5.0
2.653765991273792,8.691995351344572e-28,8.632956758659862e-28,10.0,5.0
2.468579654482896,8.10774013244992e-28,8.052669973306087e-28,10.0,5.0
0.6893620333813142,4.190851628453097e-28,4.162386129747705e-28,10.0,5.0
0.10484394751087711,1.134069756545398e-28,1.1263668207086684e-28,10.0,5.0
2.2441208770228402,7.37739378584597e-28,7.327284354214308e-28,10.0,5.0
0.4853738229629494,4.0224134005044034e-28,3.995091983853507e-28,10.0,5.0
1.0093029782812937,1.1328924876781847e-28,1.125197548220732e-28,10.0,5.0
0.07430480870963807,8.13487863666322e-29,8.079624144762338e-29,10.0,5.0
2.676931573812739,8.121874821505709e-28,8.066708655395293e-28,10.0,5.0
2.55784352351976,8.213980244191988e-28,8.158188470917555e-28,10.0,5.0
2.46711342800663,8.49683785548303e-28,8.439124829991533e-28,10.0,5.0
3.6749337425344244,1.6202889954402022e-27,1.6092835153180931e-27,10.0,5.0
0.704785022300221,3.503405863641087e-28,3.479609699065442e-28,10.0,5.0
2.185387264081493,5.438413000983732e-28,5.4014736979899165e-28,10.0,5.0
2.311428861138142,7.333100281767646e-28,7.283291704664713e-28,10.0,5.0
3.89513415343329,1.9017364829621564e-27,1.8888193286018756e-27,10.0,5.0
3.457917720218399,1.5009540636584644e-27,1.490759141543881e-27,10.0,5.0
2.7112035657372444,9.524572750627305e-28,9.45987904700308e-28,10.0,5.0
2.110858585234987,5.841221345151044e-28,5.80154604923014e-28,10.0,5.0
0.31850431079300945,2.49313681884936e-28,2.4762026992024175e-28,10.0,5.0
2.3700474750631875,8.195137167161491e-28,8.139473381611701e-28,10.0,5.0
3.406687499745468,1.3796784262952899e-27,1.3703072440326664e-27,10.0,5.0
0.5781821604986391,3.009511662899087e-28,2.9890701732138095e-28,10.0,5.0
3.799223965414506,1.767564349311799e-27,1.755558531604886e-27,10.0,5.0
1.0387935731934124,3.625427155364432e-28,3.6008021862409035e-28,10.0,5.0
2.166237515549493,5.962534787022892e-28,5.922035494471908e-28,10.0,5.0
0.12159875971515532,1.2554838053706525e-28,1.2469561895508428e-28,10.0,5.0
1.0486923350916477,1.9508513679514645e-28,1.9376006108412353e-28,10.0,5.0
1.5240644962488568,3.625431328633613e-28,3.6008063311760426e-28,10.0,5.0
1.0682880787374631,4.814018194318472e-28,4.7813199647463745e-28,10.0,5.0
3.296039481649275,1.1871818962191049e-27,1.1791182070904526e-27,10.0,5.0
2.9877539824301005,1.1294886209450484e-27,1.121816801535532e-27,10.0,5.0
2.474054267648342,7.586581313602998e-28,7.535051018669973e-28,10.0,5.0
3.6232379840332074,1.6518001026777357e-27,1.6405805898332276e-27,10.0,5.0
1.0571899309076027,1.6068543420348287e-28,1.595940114053046e-28,10.0,5.0
3.7555459094788533,1.8020602618530625e-27,1.7898201377469176e-27,10.0,5.0
2.513236150085429,7.217975436743535e-28,7.168948821504091e-28,10.0,5.0
3.7474735252363747,1.6439081035374312e-27,1.632742195476031e-27,10.0,5.0
0.7405215930761226,2.6329148031325076e-28,2.6150312702535333e-28,10.0,5.0
2.2828634061850255,7.155913103197137e-28,7.107308033602871e-28,10.0,5.0
1.5017393326714312,3.074530095845094e-28,3.053646981833999e-28,10.0,5.0
1.968287205974234,5.044017398801499e-28,5.009756946905682e-28,10.0,5.0
2.0955845426645268,5.211988391645198e-28,5.176587031291648e-28,10.0,5.0
3.2399548426496656,1.3569189444836135e-27,1.3477023513251262e-27,10.0,5.0
2.6947936955945266,8.953130618215305e-28,8.892318317878716e-28,10.0,5.0
1.710949317344305,2.8338268970885874e-28,2.8145787101104907e-28,10.0,5.0
0.5700733510633786,3.4665794998514907e-28,3.4430334707829474e-28,10.0,5.0
2.2155384442056567,6.768833279227561e-28,6.722857369814932e-28,10.0,5.0
1.724727020641484,3.5444394585879976e-28,3.5203645817736755e-28,10.0,5.0
